"name","chrom","strand","txStart","txEnd","cdsStart","cdsEnd","exonCount","exonStarts","exonEnds","alias","tss","pas"
"YER019C-A","chrV","-",194272,194539,194272,194539,1,"194272,","194539,","SBH2",194592,194218
"YER020W","chrV","+",195167,196517,195167,196517,1,"195167,","196517,","GPA2",195074,196691
"YER021W","chrV","+",196947,198519,196947,198519,1,"196947,","198519,","RPN3",196886,198645
"YER022W","chrV","+",198811,200875,198811,200875,1,"198811,","200875,","SRB4",198776,200974
"YER023W","chrV","+",201075,201936,201075,201936,1,"201075,","201936,","PRO3",201040,202005
"YER025W","chrV","+",205250,206834,205250,206834,1,"205250,","206834,","GCD11",205225,207094
"YER026C","chrV","-",207643,208474,207643,208474,1,"207643,","208474,","CHO1",208505,207515
"YER027C","chrV","-",208978,210232,208978,210232,1,"208978,","210232,","GAL83",210304,208962
"YER028C","chrV","-",210691,211876,210691,211876,1,"210691,","211876,","MIG3",211905,210636
"YER029C","chrV","-",212586,213177,212586,213177,1,"212586,","213177,","SMB1",213243,212507
"YER030W","chrV","+",213436,213898,213436,213898,1,"213436,","213898,","CHZ1",213429,214022
"YER031C","chrV","-",214075,214747,214075,214747,1,"214075,","214747,","YPT31",214781,213866
"YER032W","chrV","+",215062,217693,215062,217693,1,"215062,","217693,","FIR1",215007,217883
"YER034W","chrV","+",221845,222403,221845,222403,1,"221845,","222403,","YER034W",221833,222618
"YER035W","chrV","+",222638,223076,222638,223076,1,"222638,","223076,","EDC2",222564,223213
"YER036C","chrV","-",223366,225199,223366,225199,1,"223366,","225199,","ARB1",225232,223261
"YER037W","chrV","+",225888,226854,225888,226854,1,"225888,","226854,","PHM8",225808,226854
"YER038C","chrV","-",226857,228252,226857,228252,1,"226857,","228252,","KRE29",228232,226857
"YER039C","chrV","-",228455,229205,228455,229205,1,"228455,","229205,","HVG1",229502,228320
"YER039C-A","chrV","-",229262,229481,229262,229481,1,"229262,","229481,","YER039C-A",229502,229262
"YER040W","chrV","+",229794,231987,229794,231987,1,"229794,","231987,","GLN3",229713,232249
"YER041W","chrV","+",232460,234740,232460,234740,1,"232460,","234740,","YEN1",232385,234902
"YER042W","chrV","+",234936,235491,234936,235491,1,"234936,","235491,","MXR1",234917,235654
"YER043C","chrV","-",235769,237119,235769,237119,1,"235769,","237119,","SAH1",237143,235552
"YER044C","chrV","-",237569,238016,237569,238016,1,"237569,","238016,","ERG28",238055,237445
"YER044C-A","chrV","-",238459,239774,238459,239774,2,"238459,239711,","239623,239774,","MEI4",239780,238459
"YER045C","chrV","-",240031,241501,240031,241501,1,"240031,","241501,","ACA1",241652,239910
"YER046W","chrV","+",243179,243611,243179,243611,1,"243179,","243611,","SPO73",243166,243702
"YER047C","chrV","-",243809,246503,243809,246503,1,"243809,","246503,","SAP1",246691,243677
"YER048C","chrV","-",246981,248157,246981,248157,1,"246981,","248157,","CAJ1",248224,246861
"YER048W-A","chrV","+",250717,251002,250717,251002,1,"250717,","251002,","ISD11",250637,251336
"YER049W","chrV","+",251727,253662,251727,253662,1,"251727,","253662,","TPA1",251710,253747
"YER050C","chrV","-",253970,254387,253970,254387,1,"253970,","254387,","RSM18",254446,253859
"YER051W","chrV","+",254655,256134,254655,256134,1,"254655,","256134,","JHD1",254640,256351
"YER052C","chrV","-",256374,257958,256374,257958,1,"256374,","257958,","HOM3",258060,256263
"YER053C","chrV","-",258736,259639,258736,259639,1,"258736,","259639,","PIC2",259857,258578
"YER053C-A","chrV","-",260932,261046,260932,261046,1,"260932,","261046,","YER053C-A",261324,260932
"YER055C","chrV","-",264891,265785,264891,265785,1,"264891,","265785,","HIS1",265794,264809
"YER056C","chrV","-",266511,268113,266511,268113,1,"266511,","268113,","FCY2",268200,266391
"YER056C-A","chrV","-",269422,270185,269422,270185,2,"269422,270148,","269751,270185,","RPL34A",270212,269344
"YER057C","chrV","-",270736,271126,270736,271126,1,"270736,","271126,","HMF1",271169,270653
"YER058W","chrV","+",271767,272091,271767,272091,1,"271767,","272091,","PET117",271736,272170
"YER059W","chrV","+",272623,273886,272623,273886,1,"272623,","273886,","PCL6",272463,273958
"YER060W","chrV","+",274566,276153,274566,276153,1,"274566,","276153,","FCY21",274428,276406
"YER061C","chrV","-",278297,279626,278297,279626,1,"278297,","279626,","CEM1",279666,278236
"YER062C","chrV","-",279929,280682,279929,280682,1,"279929,","280682,","HOR2",280748,279743
"YER063W","chrV","+",281709,282366,281709,282366,1,"281709,","282366,","THO1",281649,282512
"YER064C","chrV","-",282704,284222,282704,284222,1,"282704,","284222,","YER064C",284329,282447
"YER065C","chrV","-",285240,286914,285240,286914,1,"285240,","286914,","ICL1",287182,285124
"YER066W","chrV","+",290241,290799,290241,290799,1,"290241,","290799,","RRT13",289315,290938
"YER067W","chrV","+",292065,292551,292065,292551,1,"292065,","292551,","RGI1",291990,292650
"YER068W","chrV","+",293049,294813,293049,294813,1,"293049,","294813,","MOT2",292959,294924
"YER069W","chrV","+",295409,298001,295409,298001,1,"295409,","298001,","ARG5,6",295351,298149
"YER070W","chrV","+",298949,301616,298949,301616,1,"298949,","301616,","RNR1",298911,301827
"YER071C","chrV","-",301946,302327,301946,302327,1,"301946,","302327,","YER071C",302321,301903
"YER072W","chrV","+",302805,303195,302805,303195,1,"302805,","303195,","VTC1",302788,303321
"YER073W","chrV","+",304029,305592,304029,305592,1,"304029,","305592,","ALD5",303774,305865
"YER074W","chrV","+",306322,307196,306322,307196,2,"306322,306791,","306325,307196,","RPS24A",306271,307298
"YER074W-A","chrV","+",307652,308123,307652,308123,3,"307652,307848,308067,","307746,307956,308123,","YOS1",307653,308196
"YER075C","chrV","-",308412,311199,308412,311199,1,"308412,","311199,","PTP3",311361,308294
"YER076C","chrV","-",312589,313498,312589,313498,1,"312589,","313498,","YER076C",313976,312439
"YER077C","chrV","-",314533,316600,314533,316600,1,"314533,","316600,","YER077C",316583,314455
"YER078W-A","chrV","+",318645,318810,318645,318810,1,"318645,","318810,","YER078W-A",318563,318810
"YER078C","chrV","-",316806,318342,316806,318342,1,"316806,","318342,","ICP55",318566,316736
"YER079W","chrV","+",318919,319552,318919,319552,1,"318919,","319552,","YER079W",318843,319805
"YER080W","chrV","+",319962,321846,319962,321846,1,"319962,","321846,","AIM9",319944,321926
"YER081W","chrV","+",322685,324095,322685,324095,1,"322685,","324095,","SER3",322642,324273
"YER082C","chrV","-",324271,325936,324271,325936,1,"324271,","325936,","UTP7",325976,324184
"YER083C","chrV","-",326173,327031,326173,327031,1,"326173,","327031,","GET2",327049,326136
"YER086W","chrV","+",328476,330207,328476,330207,1,"328476,","330207,","ILV1",328377,330346
"YER087W","chrV","+",330575,332306,330575,332306,1,"330575,","332306,","AIM10",330501,332374
"YER087C-B","chrV","-",332581,332830,332581,332830,1,"332581,","332830,","SBH1",332870,332374
"YER088C","chrV","-",333175,335188,333175,335188,1,"333175,","335188,","DOT6",335277,333041
"YER089C","chrV","-",335945,337340,335945,337340,1,"335945,","337340,","PTC2",337652,335870
"YER090W","chrV","+",337948,339472,337948,339472,1,"337948,","339472,","TRP2",337856,339576
"YER091C","chrV","-",339863,342167,339863,342167,1,"339863,","342167,","MET6",342237,339639
"YER092W","chrV","+",342854,343232,342854,343232,1,"342854,","343232,","IES5",342846,343487
"YER093C","chrV","-",343319,347612,343319,347612,1,"343319,","347612,","TSC11",347711,343262
"YER093C-A","chrV","-",347911,348400,347911,348400,2,"347911,348276,","348201,348400,","AIM11",348413,347783
"YER094C","chrV","-",348728,349346,348728,349346,1,"348728,","349346,","PUP3",349456,348575
"YER095W","chrV","+",349979,351182,349979,351182,1,"349979,","351182,","RAD51",349913,351417
"YER098W","chrV","+",355465,357730,355465,357730,1,"355465,","357730,","UBP9",355284,357883
"YER099C","chrV","-",358104,359061,358104,359061,1,"358104,","359061,","PRS2",359083,358035
"YER100W","chrV","+",359561,360314,359561,360314,1,"359561,","360314,","UBC6",359484,360406
"YER101C","chrV","-",360501,361794,360501,361794,1,"360501,","361794,","AST2",361828,360378
"YER102W","chrV","+",363099,363702,363099,363702,1,"363099,","363702,","RPS8B",363088,363844
"YER103W","chrV","+",364588,366517,364588,366517,1,"364588,","366517,","SSA4",364535,366645
"YER104W","chrV","+",366801,367428,366801,367428,1,"366801,","367428,","RTT105",366761,367703
"YER105C","chrV","-",367837,372013,367837,372013,1,"367837,","372013,","NUP157",372034,367780
"YER107C","chrV","-",373447,374545,373447,374545,1,"373447,","374545,","GLE2",374721,373310
"YER109C","chrV","-",375214,377614,375214,377614,1,"375214,","377614,","FLO8",377805,374939
"YER110C","chrV","-",378761,382103,378761,382103,1,"378761,","382103,","KAP123",382211,378610
"YER111C","chrV","-",382594,385876,382594,385876,1,"382594,","385876,","SWI4",386196,382436
"YER112W","chrV","+",387231,387795,387231,387795,1,"387231,","387795,","LSM4",387191,387888
"YER113C","chrV","-",387931,390052,387931,390052,1,"387931,","390052,","TMN3",390101,387794
"YER114C","chrV","-",390589,393712,390589,393712,1,"390589,","393712,","BOI2",394033,390258
"YER115C","chrV","-",394291,394867,394291,394867,1,"394291,","394867,","SPR6",395116,394179
"YER116C","chrV","-",395347,396172,395347,396172,1,"395347,","396172,","SLX8",396287,395347
"YER117W","chrV","+",396768,397653,396768,397653,2,"396768,397281,","396810,397653,","RPL23B",396749,397716
"YER118C","chrV","-",397951,399055,397951,399055,1,"397951,","399055,","SHO1",399235,397777
"YER119C","chrV","-",399495,400842,399495,400842,1,"399495,","400842,","AVT6",400868,399401
"YER120W","chrV","+",401134,401869,401134,401869,1,"401134,","401869,","SCS2",401109,401971
"YER121W","chrV","+",402374,402719,402374,402719,1,"402374,","402719,","YER121W",402345,402719
"YER122C","chrV","-",402870,404352,402870,404352,1,"402870,","404352,","GLO3",404433,402850
"YER123W","chrV","+",404812,406387,404812,406387,1,"404812,","406387,","YCK3",404625,406728
"YER124C","chrV","-",407341,409063,407341,409063,1,"407341,","409063,","DSE1",409103,407001
"YER125W","chrV","+",410188,412618,410188,412618,1,"410188,","412618,","RSP5",409685,412982
"YER126C","chrV","-",413393,414179,413393,414179,1,"413393,","414179,","NSA2",414206,413202
"YER127W","chrV","+",414480,415554,414480,415554,1,"414480,","415554,","LCP5",414469,415624
"YER128W","chrV","+",415858,416470,415858,416470,1,"415858,","416470,","YER128W",415797,416710
"YER129W","chrV","+",417280,420709,417280,420709,1,"417280,","420709,","SAK1",416753,420956
"YER130C","chrV","-",421114,422446,421114,422446,1,"421114,","422446,","YER130C",422513,420896
"YER131W","chrV","+",423951,424311,423951,424311,1,"423951,","424311,","RPS26B",423536,424431
"YER132C","chrV","-",425187,430449,425187,430449,1,"425187,","430449,","PMD1",430891,425057
"YER133W","chrV","+",432494,433958,432494,433958,2,"432494,433196,","432671,433958,","GLC7",432426,434185
"YER134C","chrV","-",437266,437803,437266,437803,1,"437266,","437803,","YER134C",437849,437016
"YER136W","chrV","+",439615,440971,439615,440971,1,"439615,","440971,","GDI1",439521,441295
"YER137C","chrV","-",441372,441819,441372,441819,1,"441372,","441819,","YER137C",441839,441303
"YER139C","chrV","-",450562,451243,450562,451243,1,"450562,","451243,","RTR1",451346,450358
"YER140W","chrV","+",451564,453235,451564,453235,1,"451564,","453235,","YER140W",451523,453467
"YER141W","chrV","+",453458,454919,453458,454919,1,"453458,","454919,","COX15",453396,455158
"YER142C","chrV","-",455145,456036,455145,456036,1,"455145,","456036,","MAG1",456098,455059
"YER143W","chrV","+",456318,457605,456318,457605,1,"456318,","457605,","DDI1",456261,457704
"YER144C","chrV","-",457805,460223,457805,460223,1,"457805,","460223,","UBP5",460232,457668
"YER145C","chrV","-",460525,461740,460525,461740,1,"460525,","461740,","FTR1",461761,460358
"YER146W","chrV","+",462584,462866,462584,462866,1,"462584,","462866,","LSM5",462544,462961
"YER147C","chrV","-",462967,464842,462967,464842,1,"462967,","464842,","SCC4",464882,462865
"YER148W","chrV","+",465302,466025,465302,466025,1,"465302,","466025,","SPT15",465114,466214
"YER149C","chrV","-",466207,467470,466207,467470,1,"466207,","467470,","PEA2",467521,466130
"YER150W","chrV","+",468369,468816,468369,468816,1,"468369,","468816,","SPI1",468338,468982
"YER151C","chrV","-",469685,472424,469685,472424,1,"469685,","472424,","UBP3",472498,469617
"YER152C","chrV","-",472656,473988,472656,473988,1,"472656,","473988,","YER152C",474016,472620
"YER153C","chrV","-",474040,474805,474040,474805,1,"474040,","474805,","PET122",474812,474040
"YER154W","chrV","+",475019,476228,475019,476228,1,"475019,","476228,","OXA1",475016,476293
"YER155C","chrV","-",476344,482848,476344,482848,1,"476344,","482848,","BEM2",482910,476196
"YER156C","chrV","-",483324,484341,483324,484341,1,"483324,","484341,","YER156C",484357,483211
"YER157W","chrV","+",484787,487193,484787,487193,1,"484787,","487193,","COG3",484772,487274
"YER158C","chrV","-",488856,490578,488856,490578,1,"488856,","490578,","YER158C",490794,488732
"YER159C","chrV","-",491529,491958,491529,491958,1,"491529,","491958,","BUR6",492121,491404
"YER161C","chrV","-",499346,500348,499346,500348,1,"499346,","500348,","SPT2",500386,499076
"YER162C","chrV","-",500629,502894,500629,502894,1,"500629,","502894,","RAD4",502929,500520
"YER163C","chrV","-",503083,503782,503083,503782,1,"503083,","503782,","YER163C",503790,503041
"YER164W","chrV","+",505391,509798,505391,509798,1,"505391,","509798,","CHD1",505070,509931
"YER165W","chrV","+",510372,512106,510372,512106,1,"510372,","512106,","PAB1",510223,512256
"YER166W","chrV","+",512743,517459,512743,517459,1,"512743,","517459,","DNF1",512465,517549
"YER167W","chrV","+",518215,520771,518215,520771,1,"518215,","520771,","BCK2",518192,520928
"YER168C","chrV","-",521028,522669,521028,522669,1,"521028,","522669,","CCA1",522695,520972
"YER169W","chrV","+",523368,525759,523368,525759,1,"523368,","525759,","RPH1",523096,525962
"YER170W","chrV","+",525973,526651,525973,526651,1,"525973,","526651,","ADK2",525894,526995
"YER171W","chrV","+",527081,529418,527081,529418,1,"527081,","529418,","RAD3",526933,529547
"YER172C","chrV","-",529529,536021,529529,536021,1,"529529,","536021,","BRR2",536068,529406
"YER173W","chrV","+",536299,538279,536299,538279,1,"536299,","538279,","RAD24",536300,538452
"YER174C","chrV","-",538433,539168,538433,539168,1,"538433,","539168,","GRX4",539282,538344
"YER175C","chrV","-",539463,540363,539463,540363,1,"539463,","540363,","TMT1",540382,539242
"YER175W-A","chrV","+",540649,540814,540649,540814,1,"540649,","540814,","YER175W-A",540514,540814
"YER176W","chrV","+",541689,545055,541689,545055,1,"541689,","545055,","ECM32",541648,545169
"YER177W","chrV","+",545610,546414,545610,546414,1,"545610,","546414,","BMH1",545572,546584
"YER178W","chrV","+",546816,548079,546816,548079,1,"546816,","548079,","PDA1",546789,548213
"YER180C-A","chrV","-",550864,551122,550864,551122,1,"550864,","551122,","SLO1",551170,550864
"YER182W","chrV","+",552524,553259,552524,553259,1,"552524,","553259,","FMP10",552490,553357
"YER183C","chrV","-",553333,553969,553333,553969,1,"553333,","553969,","FAU1",553970,553242
"YER184C","chrV","-",556295,558680,556295,558680,1,"556295,","558680,","YER184C",559111,555951
"YER186C","chrV","-",561704,562625,561704,562625,1,"561704,","562625,","YER186C",562804,561499
"YER187W","chrV","+",566229,566655,566229,566655,1,"566229,","566655,","YER187W",565528,566859
"YER188C-A","chrV","-",569607,569907,569607,569907,1,"569607,","569907,","YER188C-A",570127,569607
"YER189W","chrV","+",571154,571523,571154,571523,1,"571154,","571523,","YER189W",570764,571523
"YER190W","chrV","+",571479,576525,571479,576525,1,"571479,","576525,","YRF1-2",570764,576862
"YFL061W","chrVI","+",9544,10222,9544,10222,1,"9544,","10222,","DDI2",9367,10222
"YFL060C","chrVI","-",10300,10969,10300,10969,1,"10300,","10969,","SNO3",10829,10185
"YFL059W","chrVI","+",11362,12259,11362,12259,1,"11362,","12259,","SNZ3",11293,12401
"YFL056C","chrVI","-",14792,15431,14792,15431,1,"14792,","15431,","AAD6",16492,14792
"YFL055W","chrVI","+",17003,18680,17003,18680,1,"17003,","18680,","AGP3",16682,18680
"YFL054C","chrVI","-",20846,22787,20846,22787,1,"20846,","22787,","YFL054C",22852,20785
"YFL050C","chrVI","-",33271,35848,33271,35848,1,"33271,","35848,","ALR2",36621,32987
"YFL049W","chrVI","+",36802,38674,36802,38674,1,"36802,","38674,","SWP82",36799,38821
"YFL048C","chrVI","-",38842,40180,38842,40180,1,"38842,","40180,","EMP47",40213,38732
"YFL047W","chrVI","+",40420,42565,40420,42565,1,"40420,","42565,","RGD2",40413,42629
"YFL046W","chrVI","+",42814,43438,42814,43438,1,"42814,","43438,","FMP32",42797,43601
"YFL045C","chrVI","-",43627,44392,43627,44392,1,"43627,","44392,","SEC53",44478,43497
"YFL044C","chrVI","-",44654,45560,44654,45560,1,"44654,","45560,","OTU1",45579,44380
"YFL042C","chrVI","-",45719,47744,45719,47744,1,"45719,","47744,","YFL042C",47777,45659
"YFL041W-A","chrVI","+",48733,48925,48733,48925,1,"48733,","48925,","YFL041W-A",47916,48986
"YFL041W","chrVI","+",49138,51007,49138,51007,1,"49138,","51007,","FET5",49131,51181
"YFL039C","chrVI","-",53259,54696,53259,54696,2,"53259,54686,","54377,54696,","ACT1",54816,53162
"YFL038C","chrVI","-",55365,55986,55365,55986,1,"55365,","55986,","YPT1",56010,55248
"YFL037W","chrVI","+",56335,57709,56335,57709,1,"56335,","57709,","TUB2",56265,57934
"YFL036W","chrVI","+",58781,62837,58781,62837,1,"58781,","62837,","RPO41",58577,62937
"YFL034C-B","chrVI","-",63015,63993,63015,63993,2,"63015,63973,","63859,63993,","MOB2",64038,62926
"YFL034C-A","chrVI","-",64242,64932,64242,64932,2,"64242,64920,","64599,64932,","RPL22B",64974,64157
"YFL034W","chrVI","+",65476,68698,65476,68698,1,"65476,","68698,","YFL034W",65307,68815
"YFL033C","chrVI","-",69114,74427,69114,74427,1,"69114,","74427,","RIM15",74668,68893
"YFL031W","chrVI","+",75178,76147,75178,76147,2,"75178,76091,","75839,76147,","HAC1",75113,76532
"YFL030W","chrVI","+",76830,77988,76830,77988,1,"76830,","77988,","AGX1",76716,78116
"YFL029C","chrVI","-",78054,79161,78054,79161,1,"78054,","79161,","CAK1",79183,77991
"YFL028C","chrVI","-",79343,80213,79343,80213,1,"79343,","80213,","CAF16",80235,79265
"YFL027C","chrVI","-",80418,81912,80418,81912,1,"80418,","81912,","GYP8",81872,80345
"YFL026W","chrVI","+",82579,83875,82579,83875,1,"82579,","83875,","STE2",82550,84140
"YFL025C","chrVI","-",84144,87234,84144,87234,1,"84144,","87234,","BST1",87311,84130
"YFL024C","chrVI","-",87846,90345,87846,90345,1,"87846,","90345,","EPL1",90628,87579
"YFL023W","chrVI","+",90985,93376,90985,93376,1,"90985,","93376,","BUD27",90972,93472
"YFL022C","chrVI","-",93498,95010,93498,95010,1,"93498,","95010,","FRS2",95069,93397
"YFL021W","chrVI","+",95965,97498,95965,97498,1,"95965,","97498,","GAT1",96103,97505
"YFL018C","chrVI","-",101627,103127,101627,103127,1,"101627,","103127,","LPD1",103206,101571
"YFL017W-A","chrVI","+",103698,103932,103698,103932,1,"103698,","103932,","SMX2",103656,103991
"YFL017C","chrVI","-",103982,104462,103982,104462,1,"103982,","104462,","GNA1",104494,103907
"YFL016C","chrVI","-",104700,106236,104700,106236,1,"104700,","106236,","MDJ1",106326,104598
"YFL014W","chrVI","+",107255,107585,107255,107585,1,"107255,","107585,","HSP12",107197,107770
"YFL013C","chrVI","-",107851,109930,107851,109930,1,"107851,","109930,","IES1",109963,107683
"YFL011W","chrVI","+",112344,113985,112344,113985,1,"112344,","113985,","HXT10",112043,113985
"YFL010W-A","chrVI","+",114989,115274,114989,115274,1,"114989,","115274,","AUA1",114742,115274
"YFL010C","chrVI","-",115107,115743,115107,115743,1,"115107,","115743,","WWM1",115772,114946
"YFL009W","chrVI","+",116144,118484,116144,118484,1,"116144,","118484,","CDC4",115953,118569
